Select,ID,Name,Grade Basis,Units,Program and Plan,Level,Message Not Found,Last Enrollment DateTime
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,,04/08/2010 1:36:55PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,,04/12/2010 1:43:56AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Sophomore,,04/13/2010 8:05:49PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,,04/15/2010 5:18:44PM
,123,some student,Graded,3,Undergraduate - Mathematics-Minor/Software Engineering Intended,Junior,,04/16/2010 3:33:26PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Freshman,,04/17/2010 10:35:37PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Sophomore,,04/19/2010 11:21:33AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,,04/19/2010 12:36:21PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,,04/20/2010 3:24:57PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,,04/21/2010 3:25:01PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Sophomore,,04/29/2010 3:37:48PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Freshman,,04/29/2010 5:43:47PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,,05/03/2010 1:48:53PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,,05/03/2010 6:38:05PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,,05/04/2010 1:14:31PM
,123,some student,Graded,0,Undergraduate - Computer Engineering Intended,Sophomore,Withdrawn,05/04/2010 4:33:21PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Sophomore,,05/05/2010 9:03:17PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,,05/24/2010 4:56:04PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Sophomore,,06/01/2010 10:39:42AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,,06/02/2010 9:29:46PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,,06/04/2010 12:18:56PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Freshman,,06/09/2010 1:50:39PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,,06/09/2010 9:40:41PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,,06/10/2010 5:20:12PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,,06/17/2010 9:47:27PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,,07/03/2010 6:48:33PM
,123,some student,Graded,3,Undergraduate - Philosophy Intended,Senior,,07/07/2010 11:50:27AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,,07/20/2010 10:01:26AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Freshman,,07/21/2010 3:57:49PM
