Select,ID,Name,Grade Basis,Units,Program and Plan,Level,Last Enrollment DateTime
,123,some student,Graded,3,Undergraduate - Biology Intended,Senior,04/09/2012 1:03:14AM
,123,some student,Graded,3,Undergraduate - Soft Engr - University College,Freshman,04/13/2012 4:25:38PM
,123,some student,Graded,0,Undergraduate - UND - University College,Freshman,04/26/2012 2:14:37PM
,123,some student,Graded,0,Undergraduate - Biology - University College,Sophomore,05/01/2012 10:32:39AM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,05/02/2012 2:34:03PM
,123,some student,Graded,3,Undergraduate - Undeclared Intended,Sophomore,05/05/2012 4:33:27PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,05/09/2012 1:24:20PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended/Mathematics Intended,Sophomore,05/21/2012 7:47:48PM
,123,some student,Graded,0,Undergraduate - CS - University College,Freshman,05/23/2012 3:16:24PM
,123,some student,Graded,3,Undergraduate - Criminology & Crim Justice-BA,Senior,05/23/2012 4:56:54PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,05/25/2012 12:04:17PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,06/04/2012 10:05:58AM
,123,some student,Graded,0,Undergraduate - Computer Engineering Intended,Sophomore,06/11/2012 11:12:49AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,06/12/2012 12:43:03PM
,123,some student,Graded,3,Undergraduate - Biology-BS,Senior,06/13/2012 12:55:24PM
,123,some student,Graded,3,Undergraduate - UND ENGR - University College,Freshman,06/17/2012 5:07:41PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,06/18/2012 1:59:55PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,06/18/2012 10:55:40PM
,123,some student,Graded,3,Undergraduate - Indu Engr - University College,Sophomore,06/19/2012 2:30:03PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,06/19/2012 3:56:20PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,06/19/2012 8:47:56PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,06/20/2012 1:55:40PM
,123,some student,Graded,0,Undergraduate - Interdisciplinary Stu Intended,Junior,06/21/2012 5:07:45PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,06/22/2012 3:32:53PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,06/26/2012 3:49:25PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,06/27/2012 10:48:25AM
,123,some student,Graded,3,Undergraduate - Mod Lang - University College,Freshman,06/28/2012 10:39:48AM
,123,some student,Graded,3,Undergraduate - Biomedical Engr Intended,Sophomore,06/28/2012 1:59:05PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,06/29/2012 11:34:42AM
,123,some student,Graded,3,Undergraduate - CSE - University College,Sophomore,06/29/2012 12:31:40PM
,123,some student,Graded,3,Undergraduate - Soft Engr - University College,Freshman,06/29/2012 1:16:26PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,06/29/2012 2:47:58PM
,123,some student,Graded,0,Undergraduate - CRCJ - University College,Sophomore,06/29/2012 2:58:19PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,06/29/2012 3:27:44PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,06/29/2012 3:43:44PM
,123,some student,Graded,3,Undergraduate - Soft Engr - University College,Freshman,07/09/2012 11:04:08AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,08/06/2012 1:05:50AM
,123,some student,Graded,3,Undergrad Non-Degree Seeking - UND - University College,Freshman,08/10/2012 9:33:48AM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,08/23/2012 11:22:28AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,08/24/2012 11:59:35AM
