Select,ID,Name,Grade Basis,Units,Program and Plan,Level,Last Enrollment DateTime,In Attendance
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,02/26/2014 3:35:32PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,04/30/2014 12:46:58PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Sophomore,05/07/2014 6:03:03PM
,123,some student,Graded,3,Undergraduate - Undeclared Engr Intended,Senior,05/12/2014 1:54:10PM
,123,some student,Graded,0,Undergraduate - Elec Engr - University College,Freshman,05/20/2014 6:11:33PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,05/22/2014 11:18:22AM
,123,some student,Graded,3,Undergraduate - CS - University College,Sophomore,05/22/2014 2:06:41PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,05/22/2014 3:06:09PM
,123,some student,Graded,0,Undergraduate - Computer Science Intended,Junior,05/24/2014 1:28:59PM
,123,some student,Graded,0,Undergraduate - UBUS - University College,Sophomore,05/27/2014 9:26:41AM
,123,some student,Graded,3,Undergraduate - Soft Engr - University College,Freshman,05/28/2014 1:21:05PM
,123,some student,Graded,0,Undergraduate - Indu Engr - University College,Freshman,06/04/2014 11:17:46AM
,123,some student,Graded,0,Undergraduate - Biomedical Engr-University Col,Sophomore,06/11/2014 5:23:45PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Sophomore,06/21/2014 5:21:38PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,06/24/2014 11:12:58AM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,06/27/2014 9:08:15AM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,07/01/2014 1:49:34PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,07/01/2014 1:49:36PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,07/09/2014 9:26:11AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,07/10/2014 9:49:35AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,07/10/2014 4:57:16PM
,123,some student,Graded,3,Undergraduate - CS - University College,Sophomore,07/15/2014 2:27:11PM
,123,some student,Graded,0,Undergraduate - Physics-BS,Junior,07/17/2014 2:54:34PM
,123,some student,Graded,0,Undergraduate - Undeclared Business Intended,Sophomore,07/21/2014 1:49:30PM
,123,some student,Graded,3,Undergraduate - Biochemistry Intended,Sophomore,07/21/2014 5:16:36PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,07/21/2014 9:19:21PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,07/22/2014 11:25:07AM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,07/23/2014 1:40:44PM
,123,some student,Graded,0,Undergraduate - CS - University College,Freshman,07/23/2014 2:52:45PM
,123,some student,Graded,0,Undergraduate - Soft Engr - University College,Freshman,07/25/2014 9:42:44AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,07/29/2014 11:06:03AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Freshman,08/04/2014 8:21:37AM
,123,some student,Graded,0,Second Baccalaureate - Software Engineering Intended,Fifth Year,08/04/2014 4:38:34PM
,123,some student,Graded,0,Undergraduate - Computer Engineering Intended,Junior,08/15/2014 2:54:57PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,08/19/2014 11:55:12AM
,123,some student,Graded,3,Undergraduate - Undeclared Engr Intended,Freshman,08/19/2014 3:09:01PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Freshman,08/19/2014 5:03:40PM
,123,some student,Graded,0,Undergraduate - Computer Science Intended,Junior,08/20/2014 8:17:08AM
,123,some student,Graded,3,Undergraduate - Soft Engr - University College,Freshman,08/20/2014 10:08:44AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,08/20/2014 10:32:05AM
,123,some student,Graded,0,Undergraduate - Undeclared Business Intended,Junior,08/20/2014 10:45:22AM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,08/20/2014 1:47:01PM
,123,some student,Graded,0,Undergraduate - University Studies - BS,Junior,08/20/2014 9:57:45PM
,123,some student,Graded,0,Undergraduate - Computer Engineering Intended,Freshman,08/27/2014 4:05:31PM
,123,some student,Graded,3,Undergraduate - Undeclared Engr Intended,Junior,09/04/2014 8:46:21AM
