Select,ID,Name,Grade Basis,Units,Program and Plan,Level,Last Enrollment DateTime
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,04/09/2012 6:38:30AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,04/13/2012 10:39:06AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Sophomore,04/13/2012 11:36:57AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,04/17/2012 3:56:13PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Sophomore,04/20/2012 5:38:18PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,04/29/2012 10:11:00AM
,123,some student,Graded,3,Second Baccalaureate - Computer Science Intended,Fifth Year,05/04/2012 7:08:58PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended/Mathematics-Minor,Senior,05/12/2012 10:33:42PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,05/26/2012 4:19:28AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,06/02/2012 5:30:42PM
,123,some student,Graded,3,Undergraduate - Electrical Engineering-BSEE/Computer Science Minor,Senior,06/04/2012 5:56:13PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Sophomore,06/29/2012 12:38:18AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,07/02/2012 2:03:43PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,07/04/2012 10:58:33AM
,123,some student,Graded,0,Undergraduate - Computer Science Intended,Sophomore,07/13/2012 10:29:05PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,07/15/2012 7:08:02PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,07/20/2012 10:42:31AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,08/08/2012 11:54:09AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Freshman,08/10/2012 12:38:26AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,08/10/2012 1:57:02PM
,123,some student,Graded,3,Second Baccalaureate - Computer Science Intended,Fifth Year,08/14/2012 9:07:37AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended/Mathematics-Minor,Junior,08/17/2012 3:12:32PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,08/20/2012 12:15:39PM
,123,some student,Graded,0,Undergraduate - Physics-BS/Physics Intended,Junior,08/20/2012 4:02:47PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,08/21/2012 9:04:57AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,08/27/2012 10:18:00AM
