Select,ID,Name,Grade Basis,Units,Program and Plan,Level,Message Not Found,Last Enrollment DateTime
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,,05/05/2010 11:57:10AM
,123,some student,Graded,3,Second Baccalaureate - Computer Science Intended,Fifth Year,,06/14/2010 2:19:50PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,,06/15/2010 6:06:31PM
,123,some student,Graded,3,Undergraduate - Engr - University College,Freshman,,06/15/2010 7:35:08PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,,06/17/2010 11:29:00AM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,,06/18/2010 4:05:17PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,,06/18/2010 4:11:39PM
,123,some student,Graded,3,Undergraduate - UND - University College,Freshman,,06/18/2010 4:54:58PM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,,06/18/2010 7:42:49PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,,06/22/2010 4:06:07PM
,123,some student,Graded,3,Second Baccalaureate - Computer Science Intended,Fifth Year,,06/25/2010 12:12:19PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Freshman,,06/25/2010 12:51:34PM
,123,some student,Graded,3,Undergraduate - Art - University College,Freshman,,06/25/2010 5:02:01PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,,06/26/2010 10:24:18AM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,,07/02/2010 11:31:14AM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,,07/09/2010 5:10:19PM
,123,some student,Graded,3,Undergraduate - Geology-BS,Freshman,,07/12/2010 11:41:29AM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,,07/13/2010 4:54:10PM
,123,some student,Graded,3,Undergraduate - Soft Engr - University College,Freshman,,07/13/2010 4:58:06PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,,07/16/2010 4:46:49PM
,123,some student,Graded,3,Undergraduate - Mathematics Intended,Sophomore,,07/19/2010 4:51:37PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,,07/19/2010 11:27:03PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Freshman,,07/20/2010 11:27:53AM
,123,some student,Graded,3,Undergraduate - Chemistry Intended,Sophomore,,07/20/2010 6:13:01PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,,07/23/2010 4:17:32PM
,123,some student,Graded,0,Undergraduate - Software Engineering Intended,Sophomore,Withdrawn,07/24/2010 10:04:10PM
,123,some student,Graded,3,Undergraduate - CSE - University College,Freshman,,07/30/2010 5:14:18PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Freshman,,07/31/2010 9:35:52AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,,08/12/2010 1:16:45PM
,123,some student,Graded,3,Undergraduate - Mechanical Engr Intended,Junior,,08/14/2010 5:07:42PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Freshman,,08/18/2010 3:29:29PM
,123,some student,Graded,3,Undergraduate - Soft Engr - University College,Freshman,,08/19/2010 9:26:02AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,,08/19/2010 10:25:48PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Freshman,,08/20/2010 12:20:15PM
,123,some student,Graded,3,Undergraduate - Undeclared Intended,Sophomore,,08/23/2010 8:22:58AM
,123,some student,Graded,3,Undergraduate - CS - University College,Freshman,,08/24/2010 3:11:34PM
