Select,ID,Name,Grade Basis,Units,Program and Plan,Level,Last Enrollment DateTime
,123,some student,Graded,3,Undergraduate - Mathematics-BS/Computer Science Intended,Junior,04/02/2012 10:43:53PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,04/04/2012 6:57:54AM
,123,some student,Graded,3,Undergraduate - Business Administration Minor/Software Engineering Intended,Junior,04/09/2012 12:00:12AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,04/09/2012 3:27:32AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,04/09/2012 6:38:32AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,04/09/2012 5:39:20PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,04/12/2012 11:54:03AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Sophomore,04/12/2012 1:51:39PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,04/13/2012 10:39:07AM
,123,some student,Graded,0,Undergraduate - Computer Engineering Intended,Junior,04/13/2012 2:06:06PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,04/16/2012 10:06:44AM
,123,some student,Graded,3,Undergraduate - Mechanical Engineering-BSME,Senior,04/16/2012 7:17:49PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,04/17/2012 3:56:15PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Sophomore,04/18/2012 9:13:32AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,04/19/2012 11:45:58AM
,123,some student,Graded,0,Undergraduate - Computer Engineering Intended,Junior,04/20/2012 10:41:50AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,04/26/2012 2:28:13AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,05/01/2012 3:33:33PM
,123,some student,Graded,0,Undergraduate - Computer Science Intended,Senior,05/02/2012 12:27:59PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,05/03/2012 9:23:09AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Sophomore,05/03/2012 3:10:21PM
,123,some student,Graded,0,Undergraduate - Industrial Engineering-BSIE,Senior,05/04/2012 2:20:01PM
,123,some student,Graded,0,Second Baccalaureate - Computer Science Intended,Fifth Year,05/04/2012 6:10:07PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Sophomore,05/05/2012 11:59:43AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,05/08/2012 3:56:41PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,05/11/2012 3:47:09PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,05/13/2012 12:17:21PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Sophomore,05/21/2012 3:41:01PM
,123,some student,Graded,3,Undergraduate - Electrical Engineering-BSEE/Computer Science Minor,Senior,05/25/2012 2:16:35PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,05/29/2012 11:30:38AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended/Mathematics-Minor,Senior,05/29/2012 4:22:11PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,06/02/2012 5:30:44PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,06/04/2012 3:26:40PM
,123,some student,Graded,3,Undergraduate - Electrical Engineering-BSEE/Computer Science Minor,Senior,06/04/2012 5:56:14PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,06/18/2012 3:08:19AM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,06/29/2012 10:31:33PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,07/01/2012 7:21:19PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,07/02/2012 2:03:45PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,07/09/2012 9:01:53PM
,123,some student,Graded,3,Second Baccalaureate - Computer Engineering Intended,Fifth Year,07/12/2012 2:28:43PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Junior,07/15/2012 7:08:04PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Junior,07/16/2012 10:14:43AM
,123,some student,Graded,0,Undergraduate - Computer Engineering Intended/Mathematics-Minor,Junior,07/16/2012 1:48:55PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,07/20/2012 10:15:36AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Sophomore,07/28/2012 12:56:50PM
,123,some student,Graded,3,Undergraduate - Undeclared Engr Intended,Senior,07/31/2012 5:25:00PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,07/31/2012 10:45:23PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended/Mathematics-Minor,Junior,08/01/2012 12:37:16AM
,123,some student,Graded,3,Undergraduate - Art Intended,Senior,08/08/2012 2:25:51PM
,123,some student,Graded,0,Undergraduate - Computer Science Intended,Junior,08/13/2012 12:47:09PM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,08/13/2012 1:50:08PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,08/14/2012 5:43:03PM
,123,some student,Graded,3,Undergraduate - Mathematics-Minor/Psychology General Minor/Software Engineering Intended,Junior,08/15/2012 3:14:02PM
,123,some student,Graded,3,Masters - Computer Sci-MS Non Thesis,Graduate,08/20/2012 11:57:49AM
,123,some student,Graded,3,Masters - Computer Sci-MS Non Thesis,Graduate,08/21/2012 8:28:07AM
,123,some student,Graded,3,Masters - Computer Engineering-MS NonTh,Graduate,08/21/2012 8:36:06AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,08/21/2012 9:04:59AM
,123,some student,Graded,3,Masters - Computer Sci-MS Non Thesis,Graduate,08/21/2012 11:32:27AM
,123,some student,Graded,0,Undergraduate - Art Minor/Computer Science Intended,Senior,08/21/2012 1:01:04PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,08/21/2012 1:12:36PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,08/21/2012 9:05:17PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Sophomore,08/21/2012 9:49:01PM
,123,some student,Graded,3,Masters - Computer Sci-MS Non Thesis,Graduate,08/22/2012 11:13:03AM
,123,some student,Graded,0,Undergraduate - Computer Science Intended,Sophomore,08/22/2012 5:16:26PM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Senior,08/23/2012 11:49:42AM
,123,some student,Graded,3,Undergraduate - Software Engineering Intended,Senior,08/24/2012 9:32:57AM
,123,some student,Graded,3,Undergraduate - Computer Science Intended,Junior,08/24/2012 12:22:00PM
,123,some student,Graded,3,Undergraduate - Computer Engineering Intended,Senior,08/27/2012 2:53:36PM
,123,some student,Graded,3,Undergraduate - Art-BA/Computer Science Minor,Senior,08/28/2012 8:16:58PM
